# Annual average marine heatwave statistics at Gordons_Bay
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1987, 4, 6.5, 3.663, 3.029, 19.47, 26.0, 77.89, 0.4616, 0.6233, 0.000251, 1.43, 0.8001, 5.182, 0.4619, 21.0, 20.41, 131.5, 0.4555, 1.67, 1.366, 17.24, 23.0, 12.5
1988, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.44, 24.0, 12.0
1989, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.94, 22.0, 10.0
1990, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.76, 22.5, 11.0
1991, 1, 6.0, 3.094, 3.014, 18.09, 6.0, 18.09, 0.0555, 0.1238, 7.153e-05, 0.6452, 0.5, 3.0, 0.09312, 20.0, 20.0, 120.0, 0.0, 1.264, 1.199, 16.26, 22.0, 10.0
1992, 3, 8.667, 4.833, 3.713, 32.0, 26.0, 96.0, 0.6439, 0.6081, 0.0003758, 2.21, 1.105, 9.74, 0.6367, 23.5, 22.37, 195.2, 0.6474, 1.847, 1.425, 16.52, 23.0, 12.5
1993, 1, 7.0, 2.178, 1.781, 12.47, 7.0, 12.47, 0.2505, 0.2619, 0.0001533, 0.7742, 0.3817, 2.672, 0.2476, 17.5, 17.14, 120.0, 0.2259, 1.552, 1.272, 16.98, 25.5, 13.0
1994, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.4, 23.0, 13.0
1995, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.74, 21.5, 11.0
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.76, 22.0, 10.0
1997, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.42, 23.0, 12.0
1998, 1, 5.0, 1.625, 1.573, 7.864, 5.0, 7.864, 0.03722, 0.1376, 5.183e-05, 0.3226, 0.2065, 1.032, 0.0868, 16.0, 16.0, 80.0, 0.0, 1.248, 1.154, 16.3, 22.0, 13.0
1999, 2, 8.5, 3.286, 2.084, 18.21, 17.0, 36.43, 0.472, 0.7194, 0.0002952, 1.884, 0.6349, 6.874, 0.5023, 18.5, 17.38, 145.5, 0.4363, 2.645, 1.525, 16.37, 22.0, 13.0
2000, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.15, 22.0, 12.0
2001, 1, 6.0, 1.812, 1.758, 10.55, 6.0, 10.55, 0.03847, 0.1137, 4.664e-05, 0.5806, 0.5, 3.0, 0.05509, 16.0, 16.0, 96.0, 0.0, 1.471, 1.398, 16.34, 23.0, 12.0
2002, 2, 7.0, 3.763, 2.833, 19.19, 14.0, 38.39, 0.611, 0.561, 0.0002371, 1.698, 0.7734, 5.431, 0.6089, 21.0, 20.08, 138.0, 0.6227, 1.847, 1.421, 16.95, 24.0, 13.0
2003, 5, 9.0, 4.444, 3.218, 27.65, 45.0, 138.2, 0.6962, 1.09, 0.0001953, 2.374, 1.147, 9.733, 0.6959, 21.2, 19.98, 176.4, 0.7282, 2.147, 1.548, 17.49, 25.0, 11.0
2004, 8, 9.875, 3.174, 2.578, 28.39, 79.0, 227.1, 0.3419, 0.4906, 0.0001175, 1.343, 0.7429, 9.821, 0.3474, 19.38, 18.84, 193.2, 0.3173, 1.767, 1.418, 17.42, 23.0, 13.0
2005, 3, 8.0, 2.844, 2.033, 16.84, 24.0, 50.53, 0.4024, 0.7573, 0.0001261, 1.597, 0.7819, 7.296, 0.4042, 17.33, 16.53, 131.7, 0.398, 2.335, 1.665, 17.02, 22.0, 12.0
2006, 1, 10.0, 3.301, 2.294, 22.94, 10.0, 22.94, 0.3551, 0.5593, 0.0001056, 1.479, 0.4124, 4.124, 0.3936, 20.0, 19.1, 191.0, 0.3, 1.812, 1.224, 16.62, 22.0, 12.0
2007, 4, 13.0, 3.415, 2.79, 39.96, 52.0, 159.9, 0.4504, 0.6259, 0.0001267, 1.628, 0.9688, 14.36, 0.4639, 19.75, 19.16, 259.1, 0.4672, 1.913, 1.522, 17.56, 24.0, 13.0
2008, 1, 14.0, 5.305, 3.229, 45.2, 14.0, 45.2, 1.677, 0.2919, 0.0004173, 2.729, 0.6588, 9.223, 1.677, 23.0, 21.07, 295.0, 1.629, 2.059, 1.256, 16.49, 23.0, 12.0
2009, 3, 6.0, 2.28, 2.205, 13.54, 18.0, 40.61, 0.08237, 0.8098, 6.936e-05, 0.6434, 0.5423, 3.227, 0.1007, 18.67, 18.64, 113.2, 0.06211, 1.503, 1.429, 16.85, 22.0, 12.0
2010, 2, 6.0, 3.391, 2.907, 17.44, 12.0, 34.88, 0.2299, 0.6572, 7.962e-05, 0.9944, 0.5081, 3.048, 0.2322, 21.5, 21.08, 126.5, 0.1863, 1.414, 1.229, 16.66, 23.0, 13.0
2011, 6, 12.5, 3.369, 2.819, 36.03, 75.0, 216.2, 0.4121, 0.1945, 0.0001095, 1.624, 1.064, 13.82, 0.3884, 18.83, 18.34, 230.2, 0.4301, 2.019, 1.676, 17.47, 21.0, 13.0
