# Annual average marine heatwave statistics at Sea_Point
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1992, 4, 6.75, 2.753, 2.429, 16.6, 27.0, 66.41, 0.2161, 0.6623, 0.0001586, 0.9038, 0.5724, 4.187, 0.2164, 16.0, 15.67, 105.6, 0.2278, 1.483, 1.299, 13.72, 17.0, 10.5
1993, 7, 9.143, 2.76, 2.337, 20.5, 64.0, 143.5, 0.2275, 0.2481, 0.0001618, 0.9108, 0.4815, 4.279, 0.2403, 15.86, 15.45, 140.1, 0.2277, 1.515, 1.269, 13.8, 17.0, 10.5
1994, 3, 13.67, 2.8, 2.347, 32.81, 41.0, 98.43, 0.2492, 0.1788, 0.0001081, 0.8688, 0.4562, 7.956, 0.2336, 15.83, 15.4, 209.0, 0.2353, 1.498, 1.272, 13.49, 16.5, 11.0
1995, 2, 8.0, 3.073, 2.565, 20.33, 16.0, 40.65, 0.323, 0.1717, 0.0001074, 1.0, 0.5252, 3.585, 0.3139, 16.5, 16.02, 128.5, 0.3179, 1.488, 1.276, 12.84, 17.0, 9.0
1996, 4, 17.75, 3.206, 2.547, 49.9, 71.0, 199.6, 0.3037, 0.5598, 0.0001482, 1.411, 0.657, 11.02, 0.3427, 16.25, 15.65, 286.0, 0.2859, 1.79, 1.39, 13.27, 18.0, 9.0
1997, 1, 7.0, 4.173, 2.742, 19.19, 7.0, 19.19, 0.6221, 0.9337, 0.0002614, 2.577, 1.132, 7.926, 0.6234, 17.5, 16.07, 112.5, 0.6227, 2.615, 1.704, 13.24, 17.5, 10.0
1998, 3, 6.333, 3.354, 2.655, 17.42, 19.0, 52.25, 0.4698, 1.322, 0.000168, 1.361, 0.6701, 4.556, 0.4667, 16.33, 15.64, 100.0, 0.4769, 1.648, 1.321, 13.41, 18.0, 10.0
1999, 2, 7.0, 4.507, 3.298, 23.09, 14.0, 46.17, 0.7877, 0.5055, 0.0002164, 2.588, 1.412, 9.883, 0.766, 17.75, 16.54, 115.8, 0.7945, 2.22, 1.672, 12.98, 20.5, 9.5
2000, 2, 7.5, 3.218, 2.739, 20.24, 15.0, 40.48, 0.3253, 0.5438, 8.69e-05, 1.306, 0.8044, 5.792, 0.3341, 16.05, 15.58, 116.5, 0.3224, 1.659, 1.402, 12.7, 17.0, 8.7
2001, 2, 15.0, 3.726, 2.722, 41.23, 30.0, 82.47, 0.4271, 0.6464, 0.0002478, 1.725, 0.7378, 11.84, 0.4118, 16.7, 15.65, 234.7, 0.4554, 1.866, 1.371, 13.57, 17.3, 9.6
2002, 3, 6.667, 3.572, 2.813, 17.96, 20.0, 53.89, 0.4554, 0.4266, 0.0001398, 1.524, 0.7326, 4.619, 0.4608, 16.73, 15.99, 105.3, 0.4545, 1.736, 1.348, 13.35, 17.5, 8.8
2003, 1, 18.0, 3.305, 2.83, 50.94, 18.0, 50.94, 0.361, 0.182, 0.0001963, 1.4, 0.9278, 16.7, 0.3106, 16.4, 15.93, 286.7, 0.3106, 1.735, 1.484, 13.06, 16.7, 9.3
2004, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.89, 16.8, 9.3
2005, 3, 17.67, 3.313, 2.517, 45.97, 53.0, 137.9, 0.3533, 0.3744, 0.0001404, 1.357, 0.5536, 11.02, 0.3578, 16.37, 15.57, 276.1, 0.3558, 1.655, 1.262, 13.32, 17.6, 9.4
2006, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.36, 17.0, 9.3
2007, 3, 11.33, 2.676, 2.2, 25.48, 34.0, 76.44, 0.3086, 0.152, 9.905e-05, 1.0, 0.5333, 6.561, 0.3006, 15.83, 15.34, 173.9, 0.3241, 1.589, 1.316, 13.3, 16.1, 8.8
2008, 1, 5.0, 2.357, 2.128, 10.64, 5.0, 10.64, 0.1348, 0.09147, 5.938e-05, 0.4297, 0.2086, 1.043, 0.1331, 15.4, 15.18, 75.9, 0.1327, 1.223, 1.109, 12.91, 15.5, 8.9
2009, 3, 13.0, 2.843, 2.235, 28.68, 39.0, 86.03, 0.2906, 0.5677, 0.0001069, 0.9982, 0.3818, 4.254, 0.2934, 15.93, 15.32, 198.1, 0.3018, 1.526, 1.203, 13.65, 16.8, 9.0
2010, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.7, 17.0, 9.6
2011, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 12.75, 17.0, 9.2
