"","coast","lag","quantile","direction","proportion"
"683","west",14,0.7,"b",0
"684","west",14,0.7,"x",0
"685","west",14,0.8,"a",0
"686","west",14,0.8,"b",0
"687","west",14,0.8,"x",0
"688","west",14,0.9,"a",0
"689","west",14,0.9,"b",0
"690","west",14,0.9,"x",0
"691","west",14,1,"a",0
"692","west",14,1,"b",0
"693","west",14,1,"x",0
