# Annual average marine heatwave statistics at Mossel_Bay
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1998, 3, 9.0, 1.801, 1.478, 14.65, 27.0, 43.94, 0.2, 0.1448, 0.0001232, 0.7217, 0.398, 4.894, 0.1962, 19.01, 18.7, 168.3, 0.1977, 1.672, 1.369, 18.79, 23.01, 16.27
1999, 2, 9.5, 2.045, 1.636, 16.31, 19.0, 32.63, 0.239, 0.328, 0.0001307, 0.8028, 0.3893, 4.277, 0.2422, 21.46, 21.05, 191.9, 0.2562, 1.649, 1.31, 18.92, 23.44, 16.19
2000, 3, 5.667, 1.686, 1.477, 8.4, 17.0, 25.2, 0.1682, 0.1844, 8.134e-05, 0.5191, 0.3195, 1.787, 0.1634, 20.77, 20.56, 117.0, 0.181, 1.47, 1.287, 18.55, 22.85, 15.51
2001, 1, 14.0, 1.821, 1.615, 22.61, 14.0, 22.61, 0.1444, 0.1152, 8.07e-05, 0.4681, 0.287, 4.018, 0.1325, 19.42, 19.16, 268.3, 0.1973, 1.346, 1.216, 18.55, 21.64, 15.37
2002, 3, 6.0, 1.506, 1.341, 8.011, 18.0, 24.03, 0.1081, 0.1216, 4.212e-05, 0.3589, 0.1896, 1.239, 0.1114, 19.36, 19.21, 114.1, 0.1082, 1.326, 1.174, 18.87, 22.71, 16.23
2003, 5, 15.2, 2.415, 1.77, 26.46, 76.0, 132.3, 0.3473, 0.1982, 0.0001381, 1.13, 0.477, 7.16, 0.3508, 21.83, 21.17, 320.3, 0.3761, 1.875, 1.372, 19.27, 24.22, 15.71
2004, 4, 14.5, 2.145, 1.702, 25.64, 58.0, 102.6, 0.254, 0.1151, 0.0001066, 0.9138, 0.4734, 7.646, 0.2598, 21.1, 20.65, 299.5, 0.3062, 1.716, 1.373, 19.31, 22.95, 15.35
2005, 2, 7.5, 2.017, 1.698, 12.08, 15.0, 24.16, 0.2586, 0.5402, 6.921e-05, 0.7359, 0.4195, 2.918, 0.2581, 20.73, 20.45, 149.8, 0.2274, 1.566, 1.317, 19.0, 23.13, 16.15
2006, 3, 13.0, 1.925, 1.62, 22.68, 39.0, 68.03, 0.1886, 0.1489, 0.0001081, 0.6874, 0.3818, 6.204, 0.1854, 21.06, 20.7, 274.6, 0.2875, 1.55, 1.304, 18.81, 23.02, 15.68
2007, 8, 11.38, 2.248, 1.816, 20.81, 91.0, 166.5, 0.3045, 0.2024, 0.0001091, 1.055, 0.6219, 8.039, 0.3059, 21.02, 20.59, 227.3, 0.307, 1.911, 1.536, 19.57, 23.35, 17.01
2008, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.42, 22.83, 15.23
2009, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.41, 21.87, 16.08
2010, 1, 8.0, 2.291, 2.044, 16.35, 8.0, 16.35, 0.2081, 0.1397, 8.217e-05, 1.032, 0.7873, 6.298, 0.221, 20.25, 20.01, 160.1, 0.2425, 1.819, 1.629, 18.6, 23.1, 15.36
2011, 3, 7.0, 1.922, 1.641, 11.6, 21.0, 34.81, 0.1825, 0.2067, 6.09e-05, 0.7202, 0.4462, 3.169, 0.1738, 19.57, 19.28, 134.3, 0.214, 1.59, 1.369, 18.55, 21.7, 15.29
2012, 4, 19.5, 2.241, 1.774, 35.02, 78.0, 140.1, 0.2682, 0.3309, 9.814e-05, 0.9504, 0.5062, 9.701, 0.2615, 21.73, 21.19, 416.8, 0.3167, 1.771, 1.415, 19.18, 23.48, 16.79
2013, 3, 15.0, 1.994, 1.549, 21.86, 45.0, 65.57, 0.2664, 0.1691, 7.846e-05, 0.9634, 0.4969, 6.747, 0.278, 20.44, 20.0, 289.5, 0.3019, 1.933, 1.469, 18.94, 22.64, 15.65
2014, 4, 11.0, 2.373, 1.789, 19.89, 44.0, 79.57, 0.3584, 0.1456, 9.136e-05, 1.133, 0.561, 6.494, 0.3556, 22.01, 21.46, 239.0, 0.3527, 1.905, 1.459, 18.95, 23.99, 16.23
