# Annual average marine heatwave statistics at Hermanus
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
2001, 6, 10.0, 1.561, 1.288, 13.34, 60.0, 80.07, 0.1628, 0.2102, 8.741e-05, 0.599, 0.3297, 3.911, 0.1625, 18.99, 18.7, 186.5, 0.1885, 1.633, 1.35, 17.78, 20.88, 14.83
2002, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.91, 21.77, 15.09
2003, 8, 16.0, 1.804, 1.458, 24.99, 128.0, 199.9, 0.1911, 0.2083, 9.48e-05, 0.7061, 0.3543, 7.672, 0.1936, 19.66, 19.37, 310.8, 0.224, 1.672, 1.329, 18.51, 23.07, 14.63
2004, 3, 22.0, 1.95, 1.382, 34.25, 66.0, 102.8, 0.2406, 0.11, 0.0001134, 0.9016, 0.3596, 11.23, 0.2309, 20.28, 19.61, 433.3, 0.3922, 1.831, 1.335, 18.21, 22.15, 14.75
2005, 5, 11.4, 1.733, 1.385, 16.16, 57.0, 80.82, 0.2195, 0.1839, 7.497e-05, 0.6303, 0.2831, 3.3, 0.2176, 20.07, 19.74, 226.6, 0.2757, 1.546, 1.244, 18.14, 22.32, 15.43
2006, 1, 20.0, 2.177, 1.533, 30.65, 20.0, 30.65, 0.3786, 0.07699, 0.0001685, 1.108, 0.4143, 8.286, 0.3977, 21.78, 20.9, 417.9, 0.5371, 2.036, 1.378, 17.63, 21.78, 14.4
2007, 5, 16.8, 1.83, 1.371, 22.98, 84.0, 114.9, 0.253, 0.1586, 0.0001013, 0.9132, 0.4519, 8.07, 0.2569, 18.63, 18.11, 293.5, 0.2843, 2.021, 1.504, 18.3, 22.34, 15.83
2008, 1, 10.0, 1.46, 1.192, 11.92, 10.0, 11.92, 0.1413, 0.1063, 5.813e-05, 0.5108, 0.2409, 2.409, 0.1427, 18.27, 17.99, 179.9, 0.1738, 1.538, 1.254, 17.52, 21.25, 14.8
2009, 1, 12.0, 1.207, 1.02, 12.24, 12.0, 12.24, 0.1029, 0.02648, 1.897e-05, 0.3797, 0.1868, 2.241, 0.1049, 16.8, 16.65, 199.8, 0.09747, 1.459, 1.224, 17.5, 20.79, 15.29
2010, 2, 10.5, 2.108, 1.707, 17.85, 21.0, 35.7, 0.2264, 0.1794, 8.169e-05, 0.6874, 0.3031, 3.19, 0.2134, 21.1, 20.67, 216.5, 0.259, 1.492, 1.219, 17.62, 22.05, 13.97
2011, 2, 8.5, 1.586, 1.338, 11.34, 17.0, 22.68, 0.2015, 0.2615, 6.015e-05, 0.6586, 0.4095, 3.486, 0.2054, 18.28, 18.06, 153.0, 0.1814, 1.707, 1.446, 17.36, 20.99, 14.51
2012, 2, 21.0, 2.585, 1.777, 39.8, 42.0, 79.6, 0.4072, 0.1375, 0.0001207, 1.288, 0.5149, 10.24, 0.3766, 22.5, 21.78, 457.0, 0.3903, 2.05, 1.429, 18.02, 22.63, 14.48
2013, 4, 7.25, 1.599, 1.457, 10.17, 29.0, 40.69, 0.09716, 0.2265, 4.044e-05, 0.3447, 0.1967, 1.529, 0.1012, 19.97, 19.86, 141.6, 0.09263, 1.306, 1.172, 17.89, 21.6, 14.79
2014, 6, 12.67, 1.829, 1.501, 18.91, 76.0, 113.5, 0.2016, 0.3274, 6.447e-05, 0.7348, 0.4109, 5.977, 0.1985, 19.77, 19.39, 239.9, 0.2306, 1.681, 1.384, 18.2, 22.11, 15.47
