# Annual average marine heatwave statistics at Nahoon_Beach
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1997, 3, 7.333, 1.739, 1.628, 12.32, 22.0, 36.97, 0.1162, 0.4083, 0.0001044, 0.4662, 0.3375, 2.414, 0.1202, 24.37, 24.31, 183.2, 0.1011, 1.368, 1.264, 22.66, 26.59, 19.15
1998, 1, 5.0, 1.766, 1.573, 7.863, 5.0, 7.863, 0.1412, 0.2047, 9.139e-05, 0.3932, 0.1981, 0.9905, 0.142, 25.53, 25.34, 126.7, 0.1501, 1.286, 1.144, 22.97, 26.58, 19.9
1999, 12, 9.167, 1.946, 1.658, 14.61, 110.0, 175.4, 0.2093, 0.1921, 9.454e-05, 0.7035, 0.4119, 3.725, 0.2115, 25.11, 24.83, 223.9, 0.2252, 1.578, 1.334, 23.5, 27.16, 19.61
2000, 5, 13.8, 2.085, 1.683, 23.08, 69.0, 115.4, 0.2203, 0.1664, 0.0001151, 0.7687, 0.3748, 5.354, 0.2181, 26.01, 25.6, 348.1, 0.2506, 1.595, 1.287, 23.14, 27.28, 18.97
2001, 4, 13.5, 1.834, 1.519, 20.31, 54.0, 81.24, 0.206, 0.2457, 0.0001022, 0.6191, 0.3309, 4.176, 0.1984, 24.57, 24.14, 328.9, 0.289, 1.501, 1.27, 23.15, 26.61, 19.74
2002, 1, 9.0, 1.918, 1.451, 13.06, 9.0, 13.06, 0.2448, 0.1226, 0.0001368, 0.8867, 0.4196, 3.777, 0.2451, 22.63, 22.16, 199.4, 0.2469, 1.86, 1.407, 22.93, 26.25, 19.57
2003, 2, 10.0, 1.886, 1.734, 18.45, 20.0, 36.9, 0.1068, 0.1265, 7.37e-05, 0.5859, 0.4358, 4.873, 0.1074, 25.13, 24.96, 253.8, 0.1282, 1.425, 1.306, 22.81, 27.26, 17.84
2004, 1, 5.0, 1.664, 1.504, 7.522, 5.0, 7.522, 0.1448, 0.1609, 4.021e-05, 0.405, 0.2513, 1.257, 0.1384, 26.33, 26.19, 130.9, 0.126, 1.322, 1.2, 22.84, 26.4, 19.72
2005, 2, 10.5, 2.346, 1.914, 20.89, 21.0, 41.77, 0.2718, 0.1525, 0.0001094, 0.9185, 0.4946, 5.732, 0.2777, 26.15, 25.69, 273.2, 0.2905, 1.631, 1.341, 22.99, 27.62, 19.67
2006, 4, 14.25, 2.093, 1.78, 24.77, 57.0, 99.08, 0.2398, 0.2642, 8.391e-05, 0.8079, 0.4844, 6.701, 0.2401, 25.12, 24.91, 351.3, 0.2693, 1.64, 1.378, 23.32, 26.53, 18.74
2007, 6, 10.33, 2.192, 1.748, 18.2, 62.0, 109.2, 0.2662, 0.236, 9.569e-05, 0.9162, 0.4813, 5.384, 0.2633, 24.88, 24.4, 250.2, 0.2862, 1.734, 1.384, 23.21, 27.09, 18.88
2008, 3, 7.333, 2.253, 1.905, 14.35, 22.0, 43.06, 0.2468, 0.223, 8.268e-05, 0.8841, 0.5275, 3.985, 0.2533, 25.66, 25.32, 187.8, 0.2501, 1.651, 1.381, 22.74, 27.58, 19.55
2009, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 22.26, 26.51, 17.97
2010, 5, 7.0, 2.192, 1.797, 12.53, 35.0, 62.63, 0.2793, 0.4168, 8.934e-05, 0.8939, 0.4989, 3.433, 0.2803, 25.93, 25.52, 178.0, 0.2922, 1.691, 1.386, 22.76, 27.3, 18.04
2011, 2, 7.0, 2.155, 1.642, 11.31, 14.0, 22.62, 0.3117, 0.2474, 5.994e-05, 0.9914, 0.4854, 3.304, 0.3049, 24.88, 24.37, 168.4, 0.3046, 1.838, 1.414, 22.44, 27.21, 18.93
2012, 1, 6.0, 3.173, 2.904, 17.42, 6.0, 17.42, 0.2615, 0.8743, 0.0001269, 1.766, 1.506, 9.034, 0.2588, 26.74, 26.53, 159.2, 0.2688, 2.255, 2.077, 23.06, 27.17, 19.51
2013, 3, 5.667, 1.829, 1.621, 9.371, 17.0, 28.11, 0.1917, 0.2156, 3.655e-05, 0.5807, 0.3677, 2.152, 0.1926, 24.29, 24.09, 138.0, 0.2094, 1.456, 1.287, 22.98, 27.42, 19.37
2014, 2, 9.0, 1.983, 1.639, 15.21, 18.0, 30.42, 0.1667, 0.1913, 5.252e-05, 0.6354, 0.3056, 2.566, 0.1623, 24.95, 24.59, 227.5, 0.1744, 1.49, 1.243, 22.73, 27.13, 18.63
