# Annual average marine heatwave statistics at Gordons_Bay
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
2001, 4, 10.25, 1.768, 1.38, 14.89, 41.0, 59.54, 0.2082, 0.1433, 0.0001093, 0.7372, 0.3526, 4.192, 0.2086, 18.62, 18.2, 188.4, 0.2241, 1.712, 1.346, 17.11, 20.58, 14.03
2002, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.38, 21.22, 14.79
2003, 8, 14.25, 2.154, 1.734, 24.53, 114.0, 196.2, 0.2474, 0.2156, 0.0001051, 0.7795, 0.3751, 6.689, 0.2429, 19.96, 19.49, 272.1, 0.2908, 1.619, 1.308, 18.04, 22.18, 14.2
2004, 2, 25.5, 2.266, 1.589, 48.35, 51.0, 96.7, 0.2817, 0.0909, 0.0001475, 1.146, 0.5009, 18.5, 0.2769, 19.36, 18.61, 497.6, 0.4101, 1.951, 1.439, 17.55, 21.24, 14.06
2005, 4, 9.75, 2.251, 1.81, 18.44, 39.0, 73.77, 0.2657, 0.1725, 0.0001104, 0.9549, 0.5073, 4.906, 0.2649, 20.31, 19.93, 194.1, 0.2723, 1.715, 1.403, 17.7, 22.1, 15.2
2006, 1, 13.0, 2.647, 1.953, 25.39, 13.0, 25.39, 0.4417, 0.1623, 0.0001417, 1.456, 0.7405, 9.626, 0.4614, 21.69, 20.88, 271.4, 0.5594, 2.222, 1.617, 17.0, 21.69, 14.0
2007, 4, 25.5, 1.917, 1.417, 35.46, 102.0, 141.8, 0.2594, 0.08924, 9.984e-05, 0.9206, 0.4128, 11.55, 0.2552, 17.75, 17.2, 433.8, 0.2906, 2.037, 1.448, 17.75, 21.43, 13.9
2008, 1, 5.0, 1.309, 1.193, 5.964, 5.0, 5.964, 0.0834, 0.2953, 1.983e-05, 0.2564, 0.1709, 0.8544, 0.07708, 17.79, 17.64, 88.18, 0.09754, 1.244, 1.167, 16.79, 21.14, 13.41
2009, 4, 7.25, 1.304, 1.068, 7.723, 29.0, 30.89, 0.138, 0.1373, 4.293e-05, 0.4701, 0.2363, 1.693, 0.1334, 16.81, 16.58, 120.3, 0.1495, 1.568, 1.286, 17.0, 20.78, 14.43
2010, 1, 5.0, 2.003, 1.827, 9.133, 5.0, 9.133, 0.1444, 0.153, 2.89e-05, 0.4374, 0.2639, 1.32, 0.1418, 19.09, 18.98, 94.92, 0.09524, 1.279, 1.169, 16.9, 21.13, 13.49
2011, 1, 7.0, 1.6, 1.402, 9.811, 7.0, 9.811, 0.1283, 0.2887, 4.141e-05, 0.4977, 0.2812, 1.968, 0.1441, 18.79, 18.68, 130.8, 0.07683, 1.452, 1.253, 16.36, 20.55, 13.34
2012, 3, 18.33, 2.376, 1.908, 38.3, 55.0, 114.9, 0.2659, 0.1312, 8.9e-05, 0.9193, 0.4736, 9.261, 0.2688, 21.69, 21.27, 389.7, 0.3369, 1.665, 1.337, 17.46, 21.96, 14.16
2013, 1, 23.0, 2.473, 1.531, 35.22, 23.0, 35.22, 0.3909, 0.07245, 0.0001177, 1.268, 0.4195, 9.649, 0.3483, 20.09, 18.76, 431.6, 0.6226, 2.053, 1.368, 17.32, 21.14, 14.53
2014, 6, 13.5, 2.475, 1.943, 24.06, 81.0, 144.4, 0.2795, 0.324, 9.047e-05, 1.035, 0.5285, 7.491, 0.2676, 20.4, 19.81, 253.7, 0.3061, 1.751, 1.386, 17.58, 22.31, 15.11
