# Annual average marine heatwave statistics at Knysna
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
2005, 1, 6.0, 2.287, 2.101, 12.61, 6.0, 12.61, 0.195, 0.1629, 0.0001322, 0.8483, 0.6562, 3.937, 0.1996, 22.81, 22.67, 136.0, 0.174, 1.59, 1.455, 19.21, 22.83, 16.6
2006, 1, 19.0, 2.266, 1.814, 34.47, 19.0, 34.47, 0.2825, 0.1129, 0.0001154, 0.9379, 0.4576, 8.695, 0.2785, 22.56, 21.93, 416.6, 0.3549, 1.706, 1.337, 18.97, 22.58, 16.02
2007, 7, 13.14, 3.014, 2.084, 27.75, 92.0, 194.2, 0.5692, 0.2852, 0.0002047, 1.737, 0.8014, 11.31, 0.574, 22.04, 21.11, 271.9, 0.5656, 2.406, 1.646, 19.67, 24.1, 16.81
2008, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.62, 22.8, 15.54
2009, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.56, 21.98, 14.88
2010, 1, 11.0, 3.597, 2.314, 25.46, 11.0, 25.46, 0.5801, 0.547, 0.000204, 2.282, 0.9837, 10.82, 0.5836, 22.25, 20.95, 230.4, 0.5876, 2.734, 1.742, 18.73, 23.62, 15.44
2011, 2, 8.0, 2.375, 1.953, 15.56, 16.0, 31.12, 0.2712, 0.2666, 8.856e-05, 1.008, 0.5858, 4.708, 0.271, 20.86, 20.44, 163.9, 0.2852, 1.746, 1.429, 18.77, 21.83, 16.11
2012, 6, 13.0, 2.457, 1.775, 23.81, 78.0, 142.9, 0.3365, 0.1975, 0.0001073, 1.201, 0.5263, 7.331, 0.3332, 21.05, 20.36, 269.6, 0.3525, 1.948, 1.421, 19.32, 23.74, 14.54
2013, 4, 12.5, 2.281, 1.735, 22.9, 50.0, 91.61, 0.2542, 0.1073, 0.0001016, 1.086, 0.5402, 7.989, 0.2539, 19.99, 19.42, 242.4, 0.2724, 1.926, 1.461, 19.13, 22.29, 15.65
2014, 3, 7.333, 1.928, 1.606, 11.89, 22.0, 35.67, 0.2433, 0.3335, 4.996e-05, 0.7159, 0.3826, 2.731, 0.2513, 21.26, 20.95, 157.9, 0.2266, 1.586, 1.317, 18.95, 23.48, 14.88
