# Annual average marine heatwave statistics at Hout_Bay
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1997, 2, 6.0, 2.27, 2.082, 12.49, 12.0, 24.99, 0.1383, 0.1359, 7.857e-05, 0.4796, 0.2814, 1.688, 0.1388, 19.17, 19.01, 114.1, 0.1401, 1.266, 1.158, 16.06, 20.4, 13.08
1998, 4, 7.5, 2.513, 2.267, 16.9, 30.0, 67.61, 0.1627, 0.1939, 9.102e-05, 0.6336, 0.4022, 2.811, 0.1524, 19.81, 19.56, 148.1, 0.1605, 1.338, 1.216, 16.7, 20.51, 14.0
1999, 1, 7.0, 1.859, 1.392, 9.742, 7.0, 9.742, 0.3203, 0.2524, 0.000156, 0.9326, 0.4643, 3.25, 0.3203, 16.76, 16.29, 114.0, 0.3195, 2.006, 1.501, 16.61, 19.77, 13.59
2000, 5, 8.2, 2.097, 1.79, 15.1, 41.0, 75.48, 0.2104, 0.2912, 9.975e-05, 0.6681, 0.3587, 2.908, 0.2078, 18.79, 18.49, 152.2, 0.243, 1.508, 1.271, 16.48, 20.5, 14.09
2001, 2, 15.5, 3.086, 2.21, 34.71, 31.0, 69.42, 0.4858, 0.2331, 0.0002247, 1.801, 0.9148, 13.83, 0.4878, 19.71, 18.84, 296.9, 0.4993, 2.446, 1.745, 16.45, 20.25, 12.89
2002, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.46, 21.24, 14.07
2003, 7, 13.14, 2.559, 2.043, 29.25, 92.0, 204.8, 0.3066, 0.1903, 0.0001346, 1.081, 0.5607, 8.527, 0.3075, 18.88, 18.36, 249.5, 0.3044, 1.772, 1.421, 17.22, 21.54, 13.38
2004, 4, 11.25, 2.493, 1.98, 22.25, 45.0, 88.99, 0.2898, 0.2218, 0.0001103, 0.896, 0.3807, 5.849, 0.2837, 19.36, 18.86, 207.6, 0.3305, 1.618, 1.264, 16.7, 19.89, 14.0
2005, 2, 9.5, 1.881, 1.577, 14.99, 19.0, 29.99, 0.2338, 0.5493, 9.667e-05, 0.7207, 0.3904, 3.669, 0.2617, 17.42, 17.17, 163.2, 0.1954, 1.638, 1.344, 16.91, 20.09, 14.54
2006, 2, 12.0, 2.61, 2.199, 26.39, 24.0, 52.77, 0.2219, 0.1572, 0.0001471, 0.8485, 0.4513, 5.559, 0.2212, 19.94, 19.56, 235.0, 0.2989, 1.496, 1.267, 16.16, 20.32, 13.38
2007, 4, 18.0, 2.131, 1.667, 28.55, 72.0, 114.2, 0.2602, 0.171, 9.988e-05, 0.894, 0.4211, 8.492, 0.2557, 17.53, 17.07, 302.7, 0.2572, 1.755, 1.353, 16.29, 19.93, 13.03
2008, 2, 8.5, 1.518, 1.283, 11.59, 17.0, 23.18, 0.117, 0.3619, 4.891e-05, 0.4197, 0.2146, 2.132, 0.1158, 16.83, 16.54, 142.7, 0.1201, 1.366, 1.195, 15.42, 19.04, 11.6
2009, 3, 6.333, 1.584, 1.359, 8.651, 19.0, 25.95, 0.1496, 0.2544, 5.385e-05, 0.6134, 0.3868, 2.509, 0.1492, 16.69, 16.46, 104.3, 0.1546, 1.638, 1.405, 15.74, 19.06, 12.85
2010, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.42, 20.72, 11.91
2011, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 14.97, 18.91, 12.21
2012, 1, 5.0, 1.992, 1.835, 9.177, 5.0, 9.177, 0.0975, 0.1175, 3.763e-05, 0.4971, 0.3343, 1.671, 0.1026, 19.95, 19.78, 98.89, 0.1102, 1.332, 1.223, 15.72, 19.95, 12.63
2013, 1, 7.0, 4.611, 2.881, 20.17, 7.0, 20.17, 0.9836, 0.9622, 0.0003151, 3.133, 1.405, 9.836, 0.9844, 21.02, 19.29, 135.0, 0.9811, 3.119, 1.953, 15.68, 21.02, 12.55
2014, 2, 22.5, 1.96, 1.389, 33.25, 45.0, 66.49, 0.2347, 0.24, 8.276e-05, 0.9551, 0.4047, 11.03, 0.2276, 17.01, 16.37, 371.3, 0.2642, 1.942, 1.408, 16.03, 20.18, 12.71
