# Annual average marine heatwave statistics at Sea_Point
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1993, 2, 12.0, 3.189, 2.344, 28.13, 24.0, 56.26, 0.4419, 0.5807, 0.0003615, 1.455, 0.5977, 6.655, 0.4549, 21.24, 20.31, 241.8, 0.4787, 1.844, 1.35, 16.95, 21.48, 13.62
1994, 4, 11.0, 1.931, 1.518, 16.73, 44.0, 66.91, 0.215, 0.208, 0.0001525, 0.8253, 0.405, 4.716, 0.2164, 17.79, 17.4, 190.9, 0.2347, 1.742, 1.35, 16.58, 19.14, 13.95
1995, 2, 8.0, 2.145, 2.031, 16.12, 16.0, 32.25, 0.09148, 0.1143, 5.844e-05, 0.3817, 0.2604, 2.017, 0.09402, 20.25, 20.16, 161.4, 0.1019, 1.216, 1.146, 16.79, 20.73, 14.23
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.92, 19.45, 13.71
1997, 1, 5.0, 2.082, 1.916, 9.582, 5.0, 9.582, 0.09324, 0.911, 6.499e-05, 0.3911, 0.2329, 1.165, 0.08697, 18.36, 18.16, 90.82, 0.1117, 1.231, 1.138, 16.31, 20.5, 13.22
1998, 3, 8.667, 2.423, 2.139, 18.5, 26.0, 55.51, 0.1735, 0.1311, 0.0001099, 0.5756, 0.3065, 2.637, 0.1614, 20.23, 19.94, 174.0, 0.1957, 1.311, 1.166, 16.98, 20.79, 14.2
1999, 2, 6.5, 1.514, 1.217, 8.02, 13.0, 16.04, 0.1965, 0.2382, 0.0001025, 0.6023, 0.3078, 2.108, 0.195, 16.75, 16.46, 107.0, 0.1947, 1.658, 1.336, 16.84, 20.01, 13.94
2000, 4, 7.5, 1.959, 1.707, 13.22, 30.0, 52.88, 0.1879, 0.2178, 7.65e-05, 0.6013, 0.3387, 2.449, 0.194, 18.61, 18.41, 139.8, 0.1949, 1.494, 1.285, 16.68, 20.6, 14.38
2001, 2, 16.5, 2.978, 2.081, 34.91, 33.0, 69.82, 0.4714, 0.2084, 0.0002482, 1.748, 0.8382, 13.34, 0.4738, 19.9, 19.01, 320.0, 0.4815, 2.457, 1.717, 16.68, 20.43, 13.14
2002, 1, 5.0, 2.24, 2.04, 10.2, 5.0, 10.2, 0.1392, 0.07601, 5.851e-05, 0.4317, 0.2248, 1.124, 0.1386, 19.45, 19.29, 96.47, 0.1548, 1.239, 1.124, 16.72, 21.5, 14.33
2003, 8, 11.62, 2.415, 1.934, 24.53, 93.0, 196.3, 0.297, 0.1922, 0.0001268, 1.007, 0.5226, 7.293, 0.296, 18.96, 18.48, 220.8, 0.296, 1.742, 1.396, 17.51, 21.78, 13.79
2004, 3, 13.33, 2.52, 1.921, 25.41, 40.0, 76.23, 0.3327, 0.2026, 0.0001248, 1.072, 0.4656, 7.199, 0.3325, 19.44, 18.87, 247.5, 0.3753, 1.782, 1.339, 16.98, 20.21, 14.32
2005, 2, 9.5, 1.852, 1.599, 15.25, 19.0, 30.5, 0.1953, 0.5645, 9.071e-05, 0.7245, 0.447, 4.248, 0.2157, 17.69, 17.49, 166.3, 0.1599, 1.653, 1.396, 17.13, 20.5, 14.72
2006, 2, 10.5, 2.49, 2.157, 22.61, 21.0, 45.23, 0.189, 0.1475, 9.555e-05, 0.7795, 0.4557, 5.124, 0.1986, 20.12, 19.85, 208.9, 0.2463, 1.474, 1.278, 16.41, 20.53, 13.67
2007, 3, 25.0, 2.12, 1.609, 40.01, 75.0, 120.0, 0.2798, 0.1551, 0.0001062, 0.9868, 0.4688, 11.92, 0.2658, 17.66, 17.16, 428.3, 0.2756, 1.894, 1.431, 16.68, 20.15, 13.41
2008, 1, 13.0, 1.9, 1.469, 19.1, 13.0, 19.1, 0.1588, 0.429, 8.521e-05, 0.7014, 0.3253, 4.229, 0.156, 17.99, 17.46, 227.0, 0.1857, 1.585, 1.285, 15.8, 19.6, 12.03
2009, 3, 7.667, 1.734, 1.429, 11.14, 23.0, 33.43, 0.2124, 0.3248, 7.449e-05, 0.7959, 0.4902, 3.943, 0.2128, 16.92, 16.62, 127.8, 0.2154, 1.849, 1.523, 16.07, 19.3, 13.42
2010, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.82, 21.01, 12.58
2011, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.4, 19.26, 12.73
2012, 1, 6.0, 1.916, 1.755, 10.53, 6.0, 10.53, 0.128, 0.2035, 4.51e-05, 0.47, 0.3008, 1.805, 0.1326, 20.16, 19.97, 119.8, 0.1396, 1.325, 1.207, 16.13, 20.16, 13.31
2013, 1, 5.0, 3.43, 2.347, 11.74, 5.0, 11.74, 0.6696, 0.8379, 0.0001553, 2.008, 0.9253, 4.627, 0.6707, 20.13, 19.05, 95.24, 0.6686, 2.412, 1.651, 16.05, 20.13, 13.37
2014, 3, 18.0, 2.315, 1.734, 29.11, 54.0, 87.33, 0.306, 0.2913, 9.524e-05, 1.073, 0.5027, 10.33, 0.3036, 18.25, 17.61, 308.3, 0.3261, 1.933, 1.439, 16.43, 20.51, 13.17
