# Annual average marine heatwave statistics at Port_Nolloth
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1992, 3, 6.333, 1.935, 1.626, 10.13, 19.0, 30.4, 0.2033, 0.5721, 0.0001755, 0.6544, 0.3332, 2.021, 0.2106, 19.19, 18.86, 118.2, 0.2289, 1.514, 1.257, 15.86, 20.03, 12.37
1993, 2, 11.0, 1.35, 1.074, 11.79, 22.0, 23.58, 0.1622, 0.1793, 0.0001042, 0.435, 0.1784, 2.043, 0.1561, 15.26, 14.99, 164.6, 0.1594, 1.476, 1.2, 15.93, 20.31, 13.86
1994, 3, 7.667, 2.2, 1.852, 14.38, 23.0, 43.13, 0.2308, 0.4108, 0.0001744, 0.8146, 0.4647, 3.808, 0.2312, 18.93, 18.59, 142.3, 0.2554, 1.6, 1.353, 15.72, 19.88, 12.8
1995, 3, 8.0, 1.624, 1.425, 11.22, 24.0, 33.66, 0.1267, 0.2639, 0.0001396, 0.4943, 0.3043, 2.301, 0.1232, 17.93, 17.69, 140.2, 0.1576, 1.427, 1.263, 16.0, 19.93, 13.08
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.63, 19.37, 12.77
1997, 1, 7.0, 1.134, 1.015, 7.107, 7.0, 7.107, 0.09369, 1.008, 5.213e-05, 0.2929, 0.1878, 1.315, 0.08548, 15.37, 15.31, 107.2, 0.05375, 1.348, 1.226, 15.58, 19.14, 12.97
1998, 1, 5.0, 1.526, 1.163, 5.816, 5.0, 5.816, 0.2447, 0.2835, 0.0001271, 0.7084, 0.3457, 1.729, 0.2485, 16.74, 16.38, 81.89, 0.2349, 1.867, 1.424, 15.6, 19.91, 12.65
1999, 1, 22.0, 3.12, 2.354, 51.78, 22.0, 51.78, 0.481, 0.1341, 0.0002945, 1.838, 1.062, 23.36, 0.4734, 20.77, 19.93, 438.5, 0.5142, 2.434, 1.822, 15.99, 20.77, 13.66
2000, 4, 8.5, 1.648, 1.371, 11.11, 34.0, 44.42, 0.1999, 0.3794, 8.986e-05, 0.5959, 0.3245, 2.514, 0.1981, 17.36, 17.02, 141.7, 0.2215, 1.58, 1.301, 15.79, 20.14, 13.17
2001, 3, 17.67, 2.191, 1.661, 28.62, 53.0, 85.87, 0.3416, 0.2395, 0.0001516, 1.086, 0.5473, 10.92, 0.3459, 18.2, 17.64, 302.2, 0.4032, 2.097, 1.532, 16.24, 19.33, 13.65
2002, 5, 8.8, 1.763, 1.538, 13.88, 44.0, 69.38, 0.1409, 0.08761, 6.625e-05, 0.5452, 0.3355, 3.271, 0.1358, 18.27, 18.04, 160.5, 0.1592, 1.459, 1.282, 15.92, 20.05, 12.83
2003, 5, 13.2, 1.934, 1.573, 21.09, 66.0, 105.5, 0.1866, 0.1868, 8.6e-05, 0.6806, 0.302, 4.732, 0.1952, 18.93, 18.56, 239.0, 0.2157, 1.571, 1.257, 16.07, 20.26, 12.62
2004, 2, 8.5, 2.335, 1.836, 15.66, 17.0, 31.32, 0.2669, 0.1632, 0.0001332, 1.06, 0.5525, 4.733, 0.2693, 19.65, 19.09, 162.1, 0.3107, 1.833, 1.43, 15.7, 20.05, 13.28
2005, 2, 11.5, 1.754, 1.44, 15.37, 23.0, 30.73, 0.2238, 0.1271, 0.0001002, 0.7085, 0.3968, 4.094, 0.2176, 17.65, 17.35, 193.3, 0.2111, 1.694, 1.357, 15.89, 20.14, 13.74
2006, 1, 5.0, 0.8529, 0.8045, 4.023, 5.0, 4.023, 0.03814, 0.06875, 8.36e-06, 0.09517, 0.05096, 0.2548, 0.03921, 14.8, 14.74, 73.69, 0.0407, 1.126, 1.068, 15.46, 18.67, 12.76
2007, 1, 6.0, 1.404, 1.163, 6.98, 6.0, 6.98, 0.1484, 0.08731, 8.813e-05, 0.5079, 0.2604, 1.562, 0.1461, 15.51, 15.24, 91.45, 0.1437, 1.566, 1.288, 15.88, 20.05, 13.64
2008, 1, 27.0, 1.521, 1.03, 27.82, 27.0, 27.82, 0.2032, 0.02879, 7.287e-05, 0.6993, 0.2052, 5.54, 0.2038, 15.76, 15.5, 418.5, 0.2637, 1.851, 1.249, 15.55, 18.95, 13.47
2009, 7, 11.14, 2.036, 1.564, 18.5, 78.0, 129.5, 0.2782, 0.2642, 9.475e-05, 1.012, 0.5339, 6.688, 0.2787, 17.65, 17.22, 195.3, 0.2912, 1.942, 1.495, 16.28, 20.92, 13.32
2010, 4, 10.5, 2.253, 1.849, 20.19, 42.0, 80.75, 0.2362, 0.1482, 8.66e-05, 0.9235, 0.5268, 5.953, 0.2294, 19.01, 18.65, 198.0, 0.2361, 1.663, 1.387, 15.85, 20.71, 12.94
2011, 2, 10.0, 1.649, 1.426, 14.98, 20.0, 29.96, 0.1192, 0.2628, 4.663e-05, 0.473, 0.2306, 2.669, 0.1255, 18.29, 18.12, 185.8, 0.1241, 1.391, 1.185, 15.76, 19.95, 12.84
2012, 2, 11.5, 2.738, 1.968, 23.77, 23.0, 47.54, 0.4273, 0.2184, 0.0001511, 1.483, 0.703, 9.197, 0.4317, 20.52, 19.74, 228.5, 0.4445, 2.174, 1.555, 15.7, 21.23, 12.58
2013, 1, 13.0, 1.788, 1.594, 20.73, 13.0, 20.73, 0.1319, 0.1406, 5.213e-05, 0.584, 0.3727, 4.846, 0.1448, 17.95, 17.84, 231.9, 0.1617, 1.485, 1.307, 15.62, 19.11, 13.19
2014, 7, 10.29, 1.991, 1.628, 16.09, 72.0, 112.7, 0.2444, 0.2768, 8.133e-05, 0.9218, 0.565, 5.553, 0.2416, 17.34, 16.94, 170.9, 0.2662, 1.85, 1.513, 16.32, 20.08, 13.9
