# Annual average marine heatwave statistics at Ystervarkpunt
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
2005, 4, 7.0, 1.96, 1.6, 10.76, 28.0, 43.04, 0.2884, 0.3416, 7.53e-05, 0.8121, 0.4516, 3.148, 0.2882, 20.75, 20.4, 139.4, 0.2897, 1.719, 1.403, 19.24, 23.43, 16.38
2006, 5, 9.4, 1.819, 1.592, 16.06, 47.0, 80.29, 0.1718, 0.188, 8.503e-05, 0.6255, 0.3993, 4.738, 0.1686, 21.23, 20.97, 199.9, 0.2016, 1.526, 1.332, 19.11, 23.19, 16.21
2007, 11, 10.27, 2.131, 1.722, 18.03, 113.0, 198.3, 0.2426, 0.2374, 0.0001056, 0.9527, 0.5401, 6.455, 0.242, 20.82, 20.42, 206.1, 0.2561, 1.838, 1.471, 19.87, 23.5, 17.15
2008, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.73, 23.23, 15.23
2009, 3, 8.667, 1.674, 1.417, 12.68, 26.0, 38.04, 0.1693, 0.4365, 8.803e-05, 0.5218, 0.2794, 2.386, 0.1678, 19.11, 18.79, 164.6, 0.1854, 1.457, 1.251, 18.83, 21.92, 16.34
2010, 1, 9.0, 2.12, 1.909, 17.19, 9.0, 17.19, 0.1834, 0.1138, 8.958e-05, 0.9043, 0.6933, 6.24, 0.1934, 20.44, 20.23, 182.1, 0.2239, 1.744, 1.572, 18.99, 23.34, 15.71
2011, 2, 9.0, 1.896, 1.519, 13.38, 18.0, 26.75, 0.2518, 0.1801, 5.499e-05, 0.761, 0.3885, 3.283, 0.2459, 19.92, 19.52, 173.7, 0.2929, 1.673, 1.34, 18.91, 22.14, 15.65
2012, 3, 27.33, 2.506, 1.808, 49.62, 82.0, 148.9, 0.3815, 0.3728, 0.000128, 1.283, 0.6091, 15.12, 0.3698, 22.27, 21.44, 592.1, 0.4841, 2.081, 1.522, 19.51, 23.85, 17.05
2013, 2, 18.0, 1.569, 1.263, 22.6, 36.0, 45.19, 0.1982, 0.1458, 5.286e-05, 0.6316, 0.3054, 5.387, 0.205, 18.93, 18.71, 339.4, 0.2033, 1.674, 1.321, 19.33, 22.86, 15.98
2014, 5, 12.0, 2.34, 1.844, 21.25, 60.0, 106.2, 0.3212, 0.2131, 0.0001047, 1.136, 0.6529, 7.231, 0.3211, 22.46, 21.98, 258.3, 0.3403, 1.947, 1.548, 19.34, 23.88, 16.56
