# Annual average marine heatwave statistics at Kommetjie
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1992, 4, 13.75, 2.547, 2.155, 32.29, 55.0, 129.2, 0.271, 0.2566, 0.0002452, 0.9208, 0.5359, 9.805, 0.2594, 20.4, 20.05, 282.7, 0.274, 1.563, 1.328, 17.15, 21.88, 13.84
1993, 2, 13.5, 2.636, 2.092, 32.39, 27.0, 64.77, 0.2331, 0.1983, 0.0002259, 0.9964, 0.4701, 8.978, 0.2338, 20.85, 20.26, 274.8, 0.2421, 1.564, 1.273, 16.93, 21.5, 13.59
1994, 2, 25.0, 1.897, 1.328, 37.42, 50.0, 74.84, 0.2584, 0.0699, 0.0001492, 0.7593, 0.2859, 7.94, 0.2431, 18.05, 17.24, 444.1, 0.4218, 1.648, 1.279, 16.67, 19.47, 13.64
1995, 1, 9.0, 2.476, 2.188, 19.69, 9.0, 19.69, 0.2174, 0.1275, 9.671e-05, 0.7821, 0.5206, 4.685, 0.1898, 21.17, 20.91, 188.1, 0.1908, 1.462, 1.311, 16.76, 21.17, 14.42
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.73, 19.26, 13.34
1997, 1, 5.0, 2.224, 2.053, 10.27, 5.0, 10.27, 0.1604, 0.08162, 0.000109, 0.4522, 0.285, 1.425, 0.1596, 20.66, 20.51, 102.6, 0.1606, 1.255, 1.161, 16.36, 20.73, 12.99
1998, 1, 9.0, 2.068, 1.819, 16.37, 9.0, 16.37, 0.1328, 0.06981, 3.375e-05, 0.3975, 0.2014, 1.813, 0.1067, 20.79, 20.57, 185.2, 0.1185, 1.238, 1.124, 16.9, 20.79, 14.28
1999, 1, 8.0, 1.664, 1.348, 10.78, 8.0, 10.78, 0.2023, 0.1476, 0.0001263, 0.7268, 0.4116, 3.293, 0.2011, 16.54, 16.23, 129.8, 0.1953, 1.775, 1.439, 16.83, 20.28, 13.65
2000, 3, 5.667, 1.971, 1.664, 9.341, 17.0, 28.02, 0.2027, 0.1931, 0.00011, 0.6177, 0.3186, 1.774, 0.2028, 19.04, 18.73, 106.0, 0.2123, 1.514, 1.273, 16.7, 20.8, 14.2
2001, 2, 18.5, 2.689, 2.012, 37.25, 37.0, 74.5, 0.3795, 0.1985, 0.0001885, 1.419, 0.7448, 12.69, 0.3789, 19.63, 18.9, 357.8, 0.422, 2.155, 1.629, 16.61, 20.44, 13.09
2002, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.78, 21.24, 14.25
2003, 6, 16.83, 2.628, 2.008, 34.74, 101.0, 208.4, 0.3268, 0.1856, 0.0001421, 1.268, 0.6104, 10.7, 0.3339, 19.41, 18.84, 319.6, 0.3301, 2.006, 1.469, 17.53, 21.99, 13.61
2004, 1, 53.0, 3.341, 2.026, 107.4, 53.0, 107.4, 0.4535, 0.0702, 0.000218, 1.854, 0.6779, 35.93, 0.4411, 20.51, 18.85, 998.9, 0.8432, 2.246, 1.516, 16.99, 20.76, 14.04
2005, 6, 7.333, 2.093, 1.804, 13.03, 44.0, 78.18, 0.2003, 0.4593, 7.901e-05, 0.6878, 0.3983, 3.073, 0.2013, 19.21, 18.92, 136.6, 0.2124, 1.508, 1.291, 17.23, 21.13, 14.68
2006, 1, 13.0, 2.745, 2.269, 29.49, 13.0, 29.49, 0.3465, 0.1109, 0.0001412, 1.252, 0.7576, 9.849, 0.3607, 21.01, 20.38, 264.9, 0.4767, 1.838, 1.504, 16.47, 21.04, 13.52
2007, 3, 33.67, 2.286, 1.573, 52.57, 101.0, 157.7, 0.3251, 0.1109, 0.00014, 1.168, 0.4622, 15.75, 0.3021, 17.62, 16.97, 570.3, 0.3434, 2.08, 1.423, 16.84, 20.43, 12.34
2008, 1, 9.0, 1.877, 1.389, 12.5, 9.0, 12.5, 0.2874, 0.1055, 4.829e-05, 0.7999, 0.3045, 2.741, 0.2919, 17.55, 17.13, 154.2, 0.2415, 1.743, 1.282, 15.93, 20.18, 11.69
2009, 3, 7.0, 1.627, 1.327, 9.198, 21.0, 27.6, 0.1946, 0.1776, 5.105e-05, 0.702, 0.3967, 2.74, 0.1995, 16.78, 16.47, 115.1, 0.1943, 1.773, 1.429, 16.19, 19.32, 13.32
2010, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.89, 21.24, 12.23
2011, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.29, 19.9, 12.0
2012, 1, 8.0, 1.935, 1.715, 13.72, 8.0, 13.72, 0.1329, 0.1234, 3.852e-05, 0.4976, 0.2724, 2.179, 0.1356, 20.46, 20.23, 161.8, 0.147, 1.346, 1.189, 16.38, 20.64, 12.94
2013, 2, 7.0, 4.293, 2.857, 21.1, 14.0, 42.2, 0.8946, 0.6301, 0.0002433, 2.986, 1.568, 11.91, 0.8819, 20.95, 19.48, 137.8, 0.9296, 3.241, 2.191, 16.33, 22.33, 12.74
2014, 4, 13.75, 2.267, 1.794, 22.41, 55.0, 89.63, 0.2892, 0.2699, 8.055e-05, 0.9424, 0.4946, 6.585, 0.2797, 18.31, 17.8, 237.0, 0.3064, 1.696, 1.369, 16.63, 21.54, 13.19
