# Annual average marine heatwave statistics at Fish_Hoek
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1992, 4, 11.5, 2.09, 1.79, 22.13, 46.0, 88.5, 0.1651, 0.1623, 0.0001417, 0.6178, 0.3736, 6.103, 0.1584, 21.11, 20.87, 246.0, 0.1922, 1.422, 1.272, 18.01, 22.45, 14.71
1993, 2, 17.5, 2.433, 1.882, 34.55, 35.0, 69.1, 0.2808, 0.1962, 0.0002827, 0.9834, 0.4605, 8.663, 0.2725, 21.95, 21.36, 374.6, 0.3306, 1.651, 1.311, 17.73, 22.51, 14.27
1994, 3, 6.667, 1.528, 1.268, 8.35, 20.0, 25.05, 0.1538, 0.1187, 0.0001064, 0.4808, 0.2273, 1.537, 0.1473, 18.44, 18.14, 120.2, 0.197, 1.474, 1.22, 17.6, 20.55, 13.92
1995, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.33, 21.62, 14.82
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 16.51, 20.25, 13.61
1997, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.22, 21.23, 13.42
1998, 1, 5.0, 1.648, 1.558, 7.788, 5.0, 7.788, 0.06768, 0.1992, 7.181e-05, 0.3399, 0.251, 1.255, 0.06908, 18.96, 18.87, 94.34, 0.07506, 1.26, 1.192, 17.8, 21.52, 15.14
1999, 1, 9.0, 1.833, 1.535, 13.82, 9.0, 13.82, 0.2305, 0.624, 0.0001239, 0.8761, 0.5723, 5.151, 0.2314, 17.4, 17.12, 154.1, 0.2275, 1.916, 1.595, 17.71, 21.21, 15.27
2000, 1, 6.0, 1.345, 1.276, 7.659, 6.0, 7.659, 0.08398, 0.08513, 2.888e-05, 0.2342, 0.1799, 1.08, 0.07726, 17.86, 17.87, 107.2, 0.04911, 1.211, 1.164, 17.58, 21.53, 15.13
2001, 2, 12.0, 1.872, 1.617, 19.5, 24.0, 39.0, 0.1628, 0.1101, 8.33e-05, 0.6435, 0.3902, 5.406, 0.1596, 19.6, 19.31, 223.9, 0.1823, 1.544, 1.328, 17.43, 20.78, 14.48
2002, 1, 9.0, 2.221, 1.544, 13.9, 9.0, 13.9, 0.3855, 0.3832, 0.0001491, 1.014, 0.3592, 3.233, 0.3755, 21.69, 21.08, 189.7, 0.3611, 1.84, 1.301, 17.68, 21.69, 14.82
2003, 6, 21.5, 2.194, 1.714, 37.65, 129.0, 225.9, 0.2747, 0.09612, 0.0001175, 0.9094, 0.4456, 10.57, 0.2747, 19.99, 19.48, 417.3, 0.3263, 1.731, 1.364, 18.52, 22.51, 15.14
2004, 1, 53.0, 2.746, 1.916, 101.6, 53.0, 101.6, 0.432, 0.04738, 0.0001842, 1.447, 0.7125, 37.76, 0.3978, 20.96, 19.75, 1.047e+03, 0.9112, 2.114, 1.59, 17.97, 21.43, 14.54
2005, 5, 8.4, 2.007, 1.733, 15.32, 42.0, 76.62, 0.1989, 0.2698, 7.499e-05, 0.7034, 0.4264, 3.41, 0.2007, 20.5, 20.24, 173.5, 0.1949, 1.551, 1.345, 18.07, 22.0, 15.15
2006, 2, 12.0, 2.322, 1.799, 21.88, 24.0, 43.77, 0.3496, 0.243, 0.00014, 1.198, 0.6479, 7.919, 0.3685, 20.23, 19.72, 238.1, 0.3554, 2.056, 1.562, 17.48, 21.98, 14.25
2007, 3, 36.33, 2.298, 1.633, 57.83, 109.0, 173.5, 0.3155, 0.1195, 0.0001309, 1.1, 0.4737, 17.17, 0.306, 18.71, 18.03, 647.3, 0.374, 1.959, 1.419, 18.15, 21.92, 15.63
2008, 1, 20.0, 2.01, 1.505, 30.1, 20.0, 30.1, 0.2461, 0.192, 7.298e-05, 0.8936, 0.4048, 8.096, 0.2386, 18.99, 18.32, 366.5, 0.346, 1.8, 1.367, 17.36, 21.49, 14.18
2009, 3, 7.667, 1.716, 1.387, 10.79, 23.0, 32.36, 0.2276, 0.2344, 7.089e-05, 0.7412, 0.4131, 3.307, 0.2294, 17.66, 17.34, 132.9, 0.229, 1.754, 1.422, 17.55, 20.71, 15.34
2010, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.28, 21.69, 13.66
2011, 2, 7.5, 1.816, 1.535, 11.67, 15.0, 23.35, 0.179, 0.1614, 6.62e-05, 0.6114, 0.3304, 2.736, 0.1766, 20.25, 19.94, 148.4, 0.2054, 1.524, 1.283, 16.89, 20.8, 13.91
2012, 3, 15.33, 1.991, 1.688, 28.81, 46.0, 86.44, 0.2211, 0.152, 6.023e-05, 0.6544, 0.3687, 5.313, 0.2104, 21.83, 21.49, 329.4, 0.2484, 1.492, 1.292, 17.81, 22.11, 14.71
2013, 4, 10.0, 1.941, 1.586, 15.95, 40.0, 63.8, 0.2131, 0.1679, 7.181e-05, 0.6718, 0.3195, 3.777, 0.2156, 20.41, 19.96, 198.3, 0.2469, 1.548, 1.263, 17.69, 21.76, 14.74
2014, 6, 15.5, 2.272, 1.798, 27.0, 93.0, 162.0, 0.2538, 0.2293, 7.798e-05, 0.9459, 0.4797, 8.083, 0.2413, 20.69, 20.16, 300.9, 0.2966, 1.74, 1.37, 18.06, 22.29, 14.8
