# Annual average marine heatwave statistics at Humewood
# A value of nan indicates mising data. This should correspond to a year with no MHW events (count = 0)
Year, MHW event count [number], Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Total MHW days [days], Total cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless], Mean temperature [deg C], Max temperature [deg C], Min temperature [deg C]
1983, 4, 7.75, 3.648, 2.891, 22.51, 31.0, 90.05, 0.3898, 0.3486, 0.0003833, 1.535, 0.7838, 6.452, 0.3897, 23.0, 22.2, 171.5, 0.4199, 1.759, 1.387, 18.82, 24.0, 12.0
1984, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.26, 23.0, 13.0
1985, 1, 13.0, 2.969, 2.032, 26.41, 13.0, 26.41, 0.4203, 1.97, 0.0005346, 1.805, 0.8421, 10.95, 0.4209, 19.0, 18.23, 237.0, 0.4213, 2.55, 1.708, 18.13, 23.0, 13.0
1986, 1, 7.0, 3.298, 2.551, 17.86, 7.0, 17.86, 0.467, 0.3656, 0.0003082, 1.445, 0.6618, 4.632, 0.4901, 21.0, 20.29, 142.0, 0.4518, 1.78, 1.354, 18.22, 24.0, 15.0
1987, 1, 6.0, 2.536, 1.685, 10.11, 6.0, 10.11, 0.385, 0.5677, 0.0003157, 1.321, 0.4715, 2.829, 0.3838, 19.0, 18.17, 109.0, 0.3727, 2.087, 1.388, 18.2, 25.0, 13.0
1988, 4, 14.5, 3.202, 2.363, 30.76, 58.0, 123.0, 0.3998, 1.455, 0.0003211, 1.598, 0.7653, 9.952, 0.4104, 20.38, 19.57, 270.1, 0.3981, 2.031, 1.488, 18.56, 24.0, 14.0
1989, 1, 5.0, 2.832, 2.784, 13.92, 5.0, 13.92, 0.0342, 0.247, 0.0001732, 0.4113, 0.3468, 1.734, 0.04562, 21.0, 21.0, 105.0, 0.0, 1.17, 1.142, 17.96, 23.0, 12.0
1990, 1, 7.0, 3.061, 2.325, 16.28, 7.0, 16.28, 0.4596, 0.5741, 0.0003492, 1.383, 0.636, 4.452, 0.4663, 24.0, 23.29, 163.0, 0.4518, 1.824, 1.378, 17.68, 24.0, 14.0
1991, 1, 7.0, 2.86, 2.668, 18.68, 7.0, 18.68, 0.1302, 0.1317, 7.381e-05, 0.4194, 0.294, 2.058, 0.09519, 22.0, 21.97, 153.8, 0.06999, 1.172, 1.123, 18.49, 23.0, 14.2
1992, 5, 9.2, 3.196, 2.422, 24.1, 46.0, 120.5, 0.4526, 0.6344, 0.0002301, 1.531, 0.7476, 7.298, 0.4507, 20.98, 20.22, 196.9, 0.4615, 1.915, 1.45, 18.58, 25.0, 15.0
1993, 2, 9.0, 3.47, 3.038, 26.92, 18.0, 53.83, 0.3828, 1.06, 0.0001959, 1.514, 1.06, 8.06, 0.3925, 23.5, 23.08, 205.5, 0.422, 1.826, 1.601, 18.84, 24.0, 14.0
1994, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 18.03, 24.0, 13.0
1995, 2, 6.0, 3.067, 2.484, 14.9, 12.0, 29.81, 0.4077, 0.5497, 0.0002016, 1.519, 0.9431, 5.659, 0.399, 20.55, 19.97, 119.8, 0.4234, 1.941, 1.586, 17.65, 23.0, 14.0
1996, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.47, 24.0, 13.0
1997, 0, nan, nan, nan, nan, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.72, 25.0, 12.0
1998, 2, 5.0, 2.219, 1.73, 8.65, 10.0, 17.3, 0.2961, 0.4682, 0.0001067, 0.9, 0.41, 2.05, 0.2968, 17.9, 17.41, 87.05, 0.2968, 1.685, 1.312, 17.91, 23.0, 14.8
1999, 1, 11.0, 5.018, 3.164, 34.81, 11.0, 34.81, 0.8745, 0.5124, 0.0003861, 3.205, 1.337, 14.7, 0.8778, 25.0, 23.09, 254.0, 0.9111, 2.767, 1.733, 17.63, 25.0, 11.0
